displ,fuelType,VClass,engId
4.4,Premium,Sport Utility Vehicle - 4WD,672
5.4,Gasoline or E85,Sport Utility Vehicle - 4WD,197
3.5,Premium,Sport Utility Vehicle - 4WD,94
5.0,Premium,Sport Utility Vehicle - 4WD,391
5.5,Premium,Sport Utility Vehicle - 4WD,73
3.5,Premium,Sport Utility Vehicle - 4WD,93
2.4,Regular,Sport Utility Vehicle - 2WD,560
8.4,Premium,Two Seaters,123
8.4,Premium,Two Seaters,124
3.7,Premium,Two Seaters,53
3.7,Premium,Two Seaters,58
3.8,Premium,Minicompact Cars,43
1.9,Regular,Compact Cars,3242
1.5,Regular,Subcompact Cars,29011
3.8,Premium,Minicompact Cars,44
3.8,Premium,Minicompact Cars,45
3.8,Premium,Minicompact Cars,46
3.8,Premium,Minicompact Cars,47
3.8,Premium,Minicompact Cars,48
5.9,Premium,Subcompact Cars,7
4.7,Premium,Subcompact Cars,25
3.7,Premium,Subcompact Cars,57
3.7,Premium,Subcompact Cars,72
1.0,Regular,Subcompact Cars,54011
3.7,Premium,Subcompact Cars,73
3.7,Premium,Subcompact Cars,74
2.4,Regular,Compact Cars,61
2.4,Regular,Compact Cars,62
2.4,Regular,Compact Cars,63
2.4,Regular,Compact Cars,64
2.4,Regular,Compact Cars,65
2.4,Regular,Compact Cars,66
3.0,Regular,Midsize Cars,248
2.4,Regular,Midsize Cars,250
3.7,Premium,Midsize Cars,51
3.7,Premium,Midsize Cars,55
3.7,Premium,Midsize Cars,56
5.0,Premium,Midsize Cars,79
3.0,Premium,Large Cars,541
5.0,Premium,Large Cars,7
5.0,Premium,Large Cars,8
5.0,Premium,Large Cars,9
6.0,Premium,Large Cars,9
4.8,Premium,Large Cars,40
4.8,Premium,Large Cars,41
4.8,Premium,Large Cars,42
6.6,Premium,Large Cars,5
3.5,Regular,Sport Utility Vehicle - 2WD,40
2.4,Regular,Sport Utility Vehicle - 2WD,25
3.5,Regular,Sport Utility Vehicle - 2WD,28
2.4,Regular,Sport Utility Vehicle - 2WD,29
2.4,Regular,Sport Utility Vehicle - 2WD,31
2.7,Regular,Sport Utility Vehicle - 2WD,80
3.5,Regular,Sport Utility Vehicle - 2WD,82
2.7,Regular,Sport Utility Vehicle - 2WD,84
2.8,Premium,Sport Utility Vehicle - 4WD,247
3.5,Regular,Sport Utility Vehicle - 4WD,41
3.7,Premium,Sport Utility Vehicle - 4WD,42
2.4,Regular,Sport Utility Vehicle - 4WD,24
3.5,Regular,Sport Utility Vehicle - 4WD,27
2.4,Regular,Sport Utility Vehicle - 4WD,30
2.4,Regular,Sport Utility Vehicle - 4WD,32
2.2,Premium,Subcompact Cars,2330
3.5,Premium,Sport Utility Vehicle - 4WD,404
5.4,Premium,Sport Utility Vehicle - 4WD,439
2.7,Regular,Sport Utility Vehicle - 4WD,81
3.5,Regular,Sport Utility Vehicle - 4WD,83
4.6,Premium,Sport Utility Vehicle - 4WD,85
3.0,Premium,Two Seaters,438
5.5,Premium,Two Seaters,222
6.3,Premium,Two Seaters,226
6.0,Premium,Two Seaters,228
6.2,Premium,Two Seaters,270
2.5,Regular,Subcompact Cars,2420
1.9,Regular,Compact Cars,3241
2.5,Regular,Subcompact Cars,2424
1.6,Regular,Subcompact Cars,38003
1.6,Regular,Subcompact Cars,38004
3.0,Premium,Subcompact Cars,348
3.0,Premium,Subcompact Cars,347
3.0,Premium,Subcompact Cars,346
3.0,Premium,Subcompact Cars,345
1.6,Regular,Subcompact Cars,40
1.6,Regular,Subcompact Cars,39
1.6,Regular,Subcompact Cars,162
5.4,Premium,Subcompact Cars,23
3.7,Regular,Subcompact Cars,17
3.7,Regular,Subcompact Cars,18
5.0,Regular,Subcompact Cars,21
5.0,Regular,Subcompact Cars,20
3.7,Regular,Subcompact Cars,160
3.5,Premium,Subcompact Cars,141
5.5,Premium,Subcompact Cars,142
1.6,Regular,Compact Cars,12
1.6,Regular,Compact Cars,13
2.5,Regular,Compact Cars,5
2.5,Regular,Compact Cars,7
4.4,Premium,Midsize Cars,551
4.4,Premium,Midsize Cars,550
4.4,Premium,Midsize Cars,758
2.4,Regular,Midsize Cars,153
3.7,Premium,Midsize Cars,151
3.7,Premium,Midsize Cars,152
5.6,Premium,Midsize Cars,111
5.6,Premium,Midsize Cars,112
2.0,Regular,Subcompact Cars,38031
2.5,Regular,Midsize Cars,2
2.5,Regular,Midsize Cars,1
2.5,Premium,Midsize Cars,3
3.6,Regular,Midsize Cars,4
3.5,Regular,Midsize Cars,5
2.4,Regular,Midsize Cars,7
3.0,Premium,Large Cars,740
3.0,Premium,Large Cars,741
4.4,Premium,Large Cars,759
4.4,Premium,Large Cars,757
4.4,Premium,Large Cars,756
3.5,Regular,Large Cars,126
3.5,Regular,Large Cars,119
1.9,Regular,Compact Cars,3240
3.0,Regular,Subcompact Cars,38040
3.5,Regular,Large Cars,128
3.5,Regular,Large Cars,127
3.3,Regular,Large Cars,3
3.8,Regular,Large Cars,4
2.4,Regular,Large Cars,2
2.4,Regular,Large Cars,1
3.5,Regular,Large Cars,118
3.7,Regular,Large Cars,124
3.7,Regular,Large Cars,125
3.5,Regular,Large Cars,6
2.0,Regular,Small Station Wagons,5
2.0,Regular,Small Station Wagons,6
2.5,Regular,Small Station Wagons,6
2.5,Regular,Small Station Wagons,8
2.9,Regular,Small Pickup Trucks 2WD,302
2.9,Regular,Small Pickup Trucks 2WD,316
3.7,Regular,Small Pickup Trucks 2WD,356
5.3,Regular,Small Pickup Trucks 2WD,395
3.7,Regular,Small Pickup Trucks 2WD,358
2.9,Regular,Small Pickup Trucks 2WD,303
2.9,Regular,Small Pickup Trucks 2WD,317
3.7,Regular,Small Pickup Trucks 2WD,357
5.3,Regular,Small Pickup Trucks 2WD,396
2.9,Regular,Small Pickup Trucks 2WD,304
2.9,Regular,Small Pickup Trucks 2WD,318
3.7,Regular,Small Pickup Trucks 2WD,359
5.3,Regular,Small Pickup Trucks 2WD,397
3.7,Regular,Small Pickup Trucks 2WD,360
2.9,Regular,Small Pickup Trucks 2WD,305
2.9,Regular,Small Pickup Trucks 2WD,319
3.7,Regular,Small Pickup Trucks 2WD,361
2.2,Regular,Subcompact Cars,2310
5.3,Regular,Small Pickup Trucks 2WD,398
2.9,Regular,Small Pickup Trucks 4WD,452
2.9,Regular,Small Pickup Trucks 4WD,473
3.7,Regular,Small Pickup Trucks 4WD,475
5.3,Regular,Small Pickup Trucks 4WD,483
3.7,Regular,Small Pickup Trucks 4WD,477
3.7,Regular,Small Pickup Trucks 4WD,476
5.3,Regular,Small Pickup Trucks 4WD,484
2.9,Regular,Small Pickup Trucks 4WD,453
2.9,Regular,Small Pickup Trucks 4WD,474
3.7,Regular,Small Pickup Trucks 4WD,478
5.3,Regular,Small Pickup Trucks 4WD,485
3.7,Regular,Small Pickup Trucks 4WD,480
3.7,Regular,Small Pickup Trucks 4WD,479
5.3,Regular,Small Pickup Trucks 4WD,486
4.3,Regular,Standard Pickup Trucks 2WD,363
5.3,Gasoline or E85,Standard Pickup Trucks 2WD,339
4.8,Gasoline or E85,Standard Pickup Trucks 2WD,382
5.3,Gasoline or E85,Standard Pickup Trucks 2WD,349
4.3,Regular,Standard Pickup Trucks 2WD,365
2.2,Premium,Subcompact Cars,2390
5.3,Gasoline or E85,Standard Pickup Trucks 2WD,344
4.8,Gasoline or E85,Standard Pickup Trucks 2WD,383
5.3,Gasoline or E85,Standard Pickup Trucks 2WD,352
4.3,Regular,Standard Pickup Trucks 4WD,487
5.3,Gasoline or E85,Standard Pickup Trucks 4WD,466
4.8,Gasoline or E85,Standard Pickup Trucks 4WD,495
4.3,Regular,Standard Pickup Trucks 4WD,488
5.3,Gasoline or E85,Standard Pickup Trucks 4WD,469
4.8,Gasoline or E85,Standard Pickup Trucks 4WD,496
4.3,Regular,"Vans, Cargo Type",362
4.3,Regular,"Vans, Cargo Type",364
4.8,Gasoline or E85,"Vans, Passenger Type",600
4.8,Gasoline or E85,"Vans, Passenger Type",601
3.5,Regular,Minivan - 2WD,7
3.5,Regular,Minivan - 2WD,6
3.5,Regular,Minivan - 2WD,8
2.7,Regular,Minivan - 2WD,10
3.5,Regular,Minivan - 4WD,9
5.3,Gasoline or E85,Sport Utility Vehicle - 2WD,337
5.3,Gasoline or E85,Sport Utility Vehicle - 2WD,338
5.3,Gasoline or E85,Sport Utility Vehicle - 2WD,336
3.5,Regular,Sport Utility Vehicle - 2WD,117
5.3,Gasoline or E85,Sport Utility Vehicle - 2WD,341
5.3,Gasoline or E85,Sport Utility Vehicle - 2WD,342
3.5,Regular,Sport Utility Vehicle - 2WD,43
5.7,Regular,Sport Utility Vehicle - 2WD,33
3.6,Gasoline or E85,Sport Utility Vehicle - 2WD,31
3.8,Regular,Sport Utility Vehicle - 2WD,9
4.6,Regular,Sport Utility Vehicle - 2WD,11
2.4,Regular,Sport Utility Vehicle - 2WD,2
2.4,Regular,Sport Utility Vehicle - 2WD,3
3.5,Regular,Sport Utility Vehicle - 2WD,5
3.7,Regular,Sport Utility Vehicle - 2WD,123
4.4,Premium,Sport Utility Vehicle - 4WD,573
5.3,Gasoline or E85,Sport Utility Vehicle - 4WD,464
5.3,Gasoline or E85,Sport Utility Vehicle - 4WD,500
5.3,Gasoline or E85,Sport Utility Vehicle - 4WD,465
3.5,Regular,Sport Utility Vehicle - 4WD,116
3.5,Regular,Sport Utility Vehicle - 4WD,120
5.3,Gasoline or E85,Sport Utility Vehicle - 4WD,468
5.3,Gasoline or E85,Sport Utility Vehicle - 4WD,467
3.5,Regular,Sport Utility Vehicle - 4WD,44
5.7,Regular,Sport Utility Vehicle - 4WD,34
3.6,Gasoline or E85,Sport Utility Vehicle - 4WD,32
3.8,Regular,Sport Utility Vehicle - 4WD,8
4.6,Regular,Sport Utility Vehicle - 4WD,10
2.4,Regular,Sport Utility Vehicle - 4WD,1
3.5,Regular,Sport Utility Vehicle - 4WD,4
3.5,Regular,Sport Utility Vehicle - 4WD,121
3.7,Regular,Sport Utility Vehicle - 4WD,122
2.5,Regular,Sport Utility Vehicle - 4WD,13
3.6,Regular,Sport Utility Vehicle - 4WD,18
2.0,Premium,Two Seaters,26
5.2,Premium,Two Seaters,27
5.2,Premium,Two Seaters,28
5.2,Premium,Two Seaters,29
5.2,Premium,Two Seaters,30
6.0,Premium or E85,Two Seaters,47
8.0,Premium,Two Seaters,61
7.0,Premium,Two Seaters,69
6.2,Premium,Two Seaters,70
6.2,Regular,Two Seaters,99
6.2,Regular,Two Seaters,100
3.0,Premium,Two Seaters,232
3.5,Premium,Two Seaters,236
5.2,Premium,Two Seaters,52
5.2,Premium,Two Seaters,53
5.2,Premium,Two Seaters,54
5.2,Premium,Two Seaters,55
3.4,Premium,Two Seaters,38
3.4,Premium,Two Seaters,39
3.4,Premium,Two Seaters,40
3.8,Premium,Two Seaters,41
3.8,Premium,Two Seaters,42
2.0,Premium,Two Seaters,8
2.0,Premium,Two Seaters,9
3.8,Premium,Minicompact Cars,50
3.8,Premium,Minicompact Cars,51
3.8,Premium,Minicompact Cars,52
3.8,Premium,Minicompact Cars,53
3.8,Premium,Minicompact Cars,54
3.8,Premium,Minicompact Cars,55
2.3,Regular,Subcompact Cars,3241
2.0,Premium,Subcompact Cars,2
2.0,Premium,Subcompact Cars,4
2.0,Premium,Subcompact Cars,6
2.0,Premium,Subcompact Cars,8
4.2,Premium,Subcompact Cars,12
4.2,Premium,Subcompact Cars,14
3.0,Premium,Subcompact Cars,18
2.0,Premium,Subcompact Cars,58
6.0,Premium or E85,Subcompact Cars,44
2.3,Regular,Subcompact Cars,3238
6.0,Premium or E85,Subcompact Cars,46
1.6,Regular,Subcompact Cars,176
1.6,Regular,Subcompact Cars,177
1.6,Regular,Subcompact Cars,179
1.6,Regular,Subcompact Cars,180
2.0,Premium,Subcompact Cars,7
3.8,Regular,Subcompact Cars,9
3.8,Regular,Subcompact Cars,10
3.5,Premium,Subcompact Cars,131
2.3,Regular,Subcompact Cars,3221
5.5,Premium,Subcompact Cars,132
2.0,Premium,Subcompact Cars,37
2.0,Premium,Compact Cars,1
2.0,Premium,Compact Cars,3
2.0,Premium,Compact Cars,7
3.0,Premium,Compact Cars,17
3.0,Premium,Compact Cars,19
2.0,Premium,Compact Cars,57
2.5,Premium,Compact Cars,9
2.5,Premium,Compact Cars,11
2.0,Regular,Compact Cars,84
2.0,Regular,Compact Cars,85
1.6,Regular,Compact Cars,175
1.6,Regular,Compact Cars,178
3.6,Regular,Compact Cars,19
6.2,Regular,Compact Cars,24
6.2,Regular,Compact Cars,25
3.6,Regular,Compact Cars,157
1.6,Regular,Compact Cars,21
5.0,Regular,Subcompact Cars,3402
1.6,Regular,Compact Cars,22
3.0,Premium,Compact Cars,23
3.0,Premium,Compact Cars,25
6.2,Premium,Compact Cars,108
5.5,Premium,Compact Cars,319
1.5,Regular,Compact Cars,1
1.5,Regular,Compact Cars,2
2.5,Regular,Compact Cars,6
3.0,Regular,Compact Cars,23
2.5,Regular,Compact Cars,32
2.5,Regular,Compact Cars,33
2.5,Regular,Compact Cars,35
2.5,Regular,Compact Cars,36
2.0,Premium,Compact Cars,38
2.0,Premium,Compact Cars,39
2.0,Regular,Compact Cars,50
2.0,Regular,Compact Cars,51
3.6,Premium,Compact Cars,60
4.2,Premium,Midsize Cars,11
4.2,Premium,Midsize Cars,13
3.2,Premium,Midsize Cars,16
3.0,Premium,Midsize Cars,20
5.2,Premium,Midsize Cars,59
6.0,Premium or E85,Midsize Cars,45
2.5,Regular,Midsize Cars,56
2.5,Regular,Midsize Cars,57
2.5,Regular,Midsize Cars,61
2.5,Regular,Midsize Cars,63
3.5,Regular,Midsize Cars,68
3.5,Regular,Midsize Cars,69
3.5,Regular,Midsize Cars,70
3.5,Regular,Midsize Cars,71
2.5,Regular,Midsize Cars,79
3.0,Gasoline or E85,Midsize Cars,80
2.5,Regular,Midsize Cars,81
2.5,Regular,Midsize Cars,82
3.0,Gasoline or E85,Midsize Cars,180
2.5,Regular,Midsize Cars,181
2.5,Regular,Midsize Cars,191
3.0,Gasoline or E85,Midsize Cars,280
3.0,Gasoline or E85,Midsize Cars,380
3.6,Regular,Midsize Cars,16
3.6,Regular,Midsize Cars,18
2.4,Regular,Midsize Cars,26
3.6,Regular,Midsize Cars,38
6.2,Premium,Midsize Cars,66
6.2,Premium,Midsize Cars,67
3.6,Regular,Midsize Cars,68
3.6,Regular,Midsize Cars,85
3.6,Regular,Midsize Cars,90
3.6,Regular,Midsize Cars,92
3.6,Regular,Midsize Cars,97
3.0,Regular,Midsize Cars,110
3.0,Regular,Midsize Cars,112
3.0,Regular,Midsize Cars,139
2.4,Gasoline or E85,Midsize Cars,149
5.5,Premium,Midsize Cars,302
3.5,Premium,Midsize Cars,306
5.5,Premium,Midsize Cars,307
6.2,Premium,Midsize Cars,322
4.2,Premium,Large Cars,10
3.9,Gasoline or E85,Large Cars,58
3.9,Gasoline or E85,Large Cars,59
3.5,Gasoline or E85,Large Cars,93
4.6,Regular,Large Cars,131
4.6,Regular,Large Cars,132
4.6,Regular,Large Cars,133
4.6,Regular,Large Cars,134
3.8,Regular,Large Cars,11
4.6,Premium,Large Cars,12
5.5,Premium,Large Cars,202
5.5,Premium,Large Cars,207
3.6,Premium,Large Cars,43
4.8,Premium,Large Cars,44
4.8,Premium,Large Cars,45
4.8,Premium,Large Cars,46
3.6,Premium,Large Cars,47
6.7,Premium,Large Cars,1
2.0,Premium,Small Station Wagons,5
2.0,Premium,Small Station Wagons,22
2.0,Premium,Small Station Wagons,23
2.0,Premium,Small Station Wagons,24
2.5,Premium,Small Station Wagons,10
2.5,Premium,Small Station Wagons,12
2.3,Premium,Sport Utility Vehicle - 2WD,32
1.6,Regular,Small Station Wagons,14
1.6,Regular,Small Station Wagons,15
2.0,Regular,Small Station Wagons,16
2.0,Regular,Small Station Wagons,17
2.0,Regular,Small Station Wagons,121
2.5,Regular,Small Station Wagons,31
2.5,Regular,Small Station Wagons,34
3.0,Premium,Midsize Station Wagons,21
3.5,Premium,Midsize Station Wagons,316
2.7,Regular,Small Pickup Trucks 2WD,11
2.7,Regular,Small Pickup Trucks 2WD,12
4.0,Regular,Small Pickup Trucks 2WD,15
4.0,Regular,Small Pickup Trucks 2WD,16
2.7,Regular,Small Pickup Trucks 4WD,13
2.7,Regular,Small Pickup Trucks 4WD,14
4.0,Regular,Small Pickup Trucks 4WD,17
4.0,Regular,Small Pickup Trucks 4WD,18
3.7,Regular,Standard Pickup Trucks 2WD,50
4.7,Gasoline or E85,Standard Pickup Trucks 2WD,52
3.7,Regular,Standard Pickup Trucks 2WD,55
4.7,Gasoline or E85,Standard Pickup Trucks 2WD,56
5.7,Midgrade,Standard Pickup Trucks 2WD,58
6.0,Regular,Standard Pickup Trucks 2WD,329
6.0,Regular,Standard Pickup Trucks 2WD,331
6.2,Gasoline or E85,Standard Pickup Trucks 2WD,368
6.2,Gasoline or E85,Standard Pickup Trucks 2WD,370
3.7,Regular,Standard Pickup Trucks 4WD,51
4.7,Gasoline or E85,Standard Pickup Trucks 4WD,53
4.7,Gasoline or E85,Standard Pickup Trucks 4WD,57
5.7,Midgrade,Standard Pickup Trucks 4WD,59
6.0,Regular,Standard Pickup Trucks 4WD,461
6.0,Regular,Standard Pickup Trucks 4WD,463
6.2,Gasoline or E85,Standard Pickup Trucks 4WD,489
6.2,Gasoline or E85,Standard Pickup Trucks 4WD,491
6.2,Gasoline or E85,Standard Pickup Trucks 4WD,492
3.5,Regular,Standard Pickup Trucks 4WD,40
5.3,Gasoline or E85,"Vans, Cargo Type",406
5.3,Gasoline or E85,"Vans, Cargo Type",407
5.3,Gasoline or E85,"Vans, Cargo Type",409
5.3,Gasoline or E85,"Vans, Cargo Type",410
6.0,Gasoline or E85,"Vans, Cargo Type",417
6.0,Gasoline or E85,"Vans, Cargo Type",420
6.0,Gasoline or E85,"Vans, Cargo Type",421
6.0,Gasoline or E85,"Vans, Cargo Type",422
6.0,Gasoline or E85,"Vans, Cargo Type",425
6.0,Gasoline or E85,"Vans, Cargo Type",426
5.3,Gasoline or E85,"Vans, Cargo Type",506
5.3,Gasoline or E85,"Vans, Cargo Type",508
5.3,Gasoline or E85,"Vans, Cargo Type",510
5.3,Gasoline or E85,"Vans, Cargo Type",511
5.3,Gasoline or E85,"Vans, Passenger Type",405
5.3,Gasoline or E85,"Vans, Passenger Type",408
6.0,Gasoline or E85,"Vans, Passenger Type",418
6.0,Gasoline or E85,"Vans, Passenger Type",419
6.0,Gasoline or E85,"Vans, Passenger Type",423
6.0,Gasoline or E85,"Vans, Passenger Type",424
5.3,Gasoline or E85,"Vans, Passenger Type",507
5.3,Gasoline or E85,"Vans, Passenger Type",509
3.7,Regular,Sport Utility Vehicle - 2WD,40
3.7,Regular,Sport Utility Vehicle - 2WD,41
4.0,Regular,Sport Utility Vehicle - 2WD,44
3.5,Regular,Sport Utility Vehicle - 2WD,148
3.5,Regular,Sport Utility Vehicle - 2WD,149
2.3,Regular,Compact Cars,3311
3.7,Regular,Sport Utility Vehicle - 2WD,150
3.7,Regular,Sport Utility Vehicle - 2WD,151
2.4,Gasoline or E85,Sport Utility Vehicle - 2WD,33
2.4,Gasoline or E85,Sport Utility Vehicle - 2WD,34
3.0,Regular,Sport Utility Vehicle - 2WD,122
2.4,Regular,Sport Utility Vehicle - 2WD,125
2.4,Regular,Sport Utility Vehicle - 2WD,126
2.2,Gasoline or E85,Sport Utility Vehicle - 2WD,141
2.2,Gasoline or E85,Sport Utility Vehicle - 2WD,142
2.2,Gasoline or E85,Sport Utility Vehicle - 2WD,143
2.2,Gasoline or E85,Sport Utility Vehicle - 2WD,144
6.0,Regular,Sport Utility Vehicle - 2WD,327
6.0,Regular,Sport Utility Vehicle - 2WD,328
6.0,Regular,Sport Utility Vehicle - 2WD,330
3.6,Regular,Sport Utility Vehicle - 2WD,353
3.6,Regular,Sport Utility Vehicle - 2WD,354
3.6,Regular,Sport Utility Vehicle - 2WD,355
6.2,Gasoline or E85,Sport Utility Vehicle - 2WD,375
6.2,Gasoline or E85,Sport Utility Vehicle - 2WD,376
6.2,Gasoline or E85,Sport Utility Vehicle - 2WD,377
6.2,Gasoline or E85,Sport Utility Vehicle - 2WD,378
2.4,Gasoline or E85,Sport Utility Vehicle - 2WD,379
2.4,Gasoline or E85,Sport Utility Vehicle - 2WD,380
6.0,Regular,Sport Utility Vehicle - 2WD,427
6.0,Regular,Sport Utility Vehicle - 2WD,428
2.4,Regular,Sport Utility Vehicle - 2WD,13
2.4,Regular,Sport Utility Vehicle - 2WD,15
2.0,Regular,Sport Utility Vehicle - 2WD,17
2.0,Regular,Sport Utility Vehicle - 2WD,18
2.4,Regular,Sport Utility Vehicle - 2WD,18
2.4,Regular,Sport Utility Vehicle - 2WD,20
3.5,Premium,Sport Utility Vehicle - 2WD,401
5.6,Premium,Sport Utility Vehicle - 2WD,381
3.2,Regular,Sport Utility Vehicle - 2WD,18
2.0,Premium,Sport Utility Vehicle - 2WD,41
2.0,Premium,Sport Utility Vehicle - 2WD,42
2.0,Premium,Sport Utility Vehicle - 4WD,9
3.2,Premium,Sport Utility Vehicle - 4WD,15
3.0,Premium,Sport Utility Vehicle - 4WD,43
3.0,Diesel,Sport Utility Vehicle - 4WD,48
3.0,Diesel,Sport Utility Vehicle - 4WD,49
3.7,Regular,Sport Utility Vehicle - 4WD,42
3.7,Regular,Sport Utility Vehicle - 4WD,43
4.0,Regular,Sport Utility Vehicle - 4WD,45
3.5,Regular,Sport Utility Vehicle - 4WD,45
3.5,Regular,Sport Utility Vehicle - 4WD,47
3.7,Regular,Sport Utility Vehicle - 4WD,49
3.7,Regular,Sport Utility Vehicle - 4WD,53
2.4,Regular,Sport Utility Vehicle - 4WD,42
2.4,Regular,Sport Utility Vehicle - 4WD,43
3.0,Regular,Sport Utility Vehicle - 4WD,121
2.8,Premium,Sport Utility Vehicle - 4WD,140
6.0,Regular,Sport Utility Vehicle - 4WD,400
6.0,Regular,Sport Utility Vehicle - 4WD,460
6.0,Regular,Sport Utility Vehicle - 4WD,462
3.6,Regular,Sport Utility Vehicle - 4WD,470
3.6,Regular,Sport Utility Vehicle - 4WD,471
3.6,Regular,Sport Utility Vehicle - 4WD,472
6.2,Gasoline or E85,Sport Utility Vehicle - 4WD,493
6.2,Gasoline or E85,Sport Utility Vehicle - 4WD,494
6.2,Gasoline or E85,Sport Utility Vehicle - 4WD,522
6.2,Gasoline or E85,Sport Utility Vehicle - 4WD,523
6.0,Regular,Sport Utility Vehicle - 4WD,527
6.0,Regular,Sport Utility Vehicle - 4WD,528
2.3,Premium,Sport Utility Vehicle - 4WD,33
2.4,Regular,Sport Utility Vehicle - 4WD,14
2.5,Regular,Subcompact Cars,36005
2.4,Regular,Sport Utility Vehicle - 4WD,19
2.4,Regular,Sport Utility Vehicle - 4WD,21
3.5,Premium,Sport Utility Vehicle - 4WD,402
5.5,Premium,Sport Utility Vehicle - 4WD,405
3.5,Premium,Sport Utility Vehicle - 4WD,412
4.7,Premium,Sport Utility Vehicle - 4WD,421
5.6,Premium,Sport Utility Vehicle - 4WD,382
2.0,Premium,Sport Utility Vehicle - 4WD,40
2.8,Premium,Midsize Cars,255
1.5,Regular,Two Seaters,8
1.5,Regular,Two Seaters,9
3.6,Premium,Two Seaters,60
2.3,Regular,Compact Cars,3312
2.5,Diesel,Subcompact Cars,20022
1.8,CNG,Subcompact Cars,10
1.8,Regular,Subcompact Cars,11
1.8,Regular,Subcompact Cars,12
2.0,Premium,Subcompact Cars,13
2.5,Premium,Subcompact Cars,27
2.5,Premium,Subcompact Cars,28
2.5,Premium,Subcompact Cars,29
3.5,Premium,Subcompact Cars,33
3.5,Premium,Subcompact Cars,34
2.3,Premium,Subcompact Cars,20010
5.0,Premium,Subcompact Cars,40
1.3,Premium,Subcompact Cars,14
1.3,Premium,Subcompact Cars,15
1.8,Regular,Subcompact Cars,21
1.8,Regular,Subcompact Cars,22
1.5,Regular,Subcompact Cars,19
1.5,Regular,Subcompact Cars,20
1.4,Regular,Midsize Cars,3
2.4,Regular,Compact Cars,16
2.4,Regular,Compact Cars,17
3.5,Regular,Compact Cars,22
3.5,Regular,Compact Cars,25
3.5,Premium,Compact Cars,30
1.6,Premium,Compact Cars,30
1.6,Premium,Compact Cars,31
1.6,Premium,Compact Cars,34
1.6,Premium,Compact Cars,35
1.6,Premium,Compact Cars,36
1.6,Premium,Compact Cars,37
2.5,Regular,Compact Cars,23
2.5,Regular,Compact Cars,24
2.6,Premium,Subcompact Cars,20030
2.0,Diesel,Compact Cars,63
2.0,Diesel,Compact Cars,64
2.0,Diesel,Compact Cars,66
2.0,Diesel,Compact Cars,67
3.5,Premium,Midsize Cars,21
3.7,Premium,Midsize Cars,28
3.7,Premium,Midsize Cars,29
4.4,Premium,Midsize Cars,552
3.5,Premium,Midsize Cars,31
3.5,Premium,Midsize Cars,32
4.6,Premium,Midsize Cars,35
3.7,Regular,Midsize Cars,11
3.0,Diesel,Midsize Cars,303
2.5,Regular,Midsize Cars,21
2.5,Premium,Midsize Cars,22
3.5,Premium,Midsize Cars,45
3.0,Premium,Large Cars,543
4.4,Premium,Large Cars,554
4.4,Premium,Large Cars,555
4.4,Premium,Large Cars,754
4.4,Premium,Large Cars,755
4.6,Gasoline or E85,Large Cars,72
2.4,Regular,Large Cars,14
2.4,Regular,Large Cars,15
3.5,Regular,Large Cars,24
4.6,Premium,Large Cars,24
4.6,Gasoline or E85,Large Cars,74
4.6,Gasoline or E85,Large Cars,75
2.0,Diesel,Small Station Wagons,62
3.6,Regular,Small Station Wagons,17
3.6,Regular,Small Station Wagons,91
3.0,Regular,Small Station Wagons,111
3.0,Regular,Small Station Wagons,113
2.0,Regular,Small Station Wagons,122
2.3,Regular,Compact Cars,3310
2.0,Diesel,Small Station Wagons,65
2.0,Diesel,Small Station Wagons,68
2.3,Regular,Small Pickup Trucks 2WD,99
2.3,Regular,Small Pickup Trucks 2WD,100
4.0,Regular,Small Pickup Trucks 2WD,106
4.0,Regular,Small Pickup Trucks 2WD,107
2.5,Regular,Small Pickup Trucks 2WD,85
2.5,Regular,Small Pickup Trucks 2WD,86
4.0,Regular,Small Pickup Trucks 4WD,104
4.0,Regular,Small Pickup Trucks 4WD,141
4.6,Regular,Standard Pickup Trucks 2WD,61
5.7,Regular,Standard Pickup Trucks 2WD,67
5.6,Regular,Standard Pickup Trucks 4WD,285
5.6,Gasoline or E85,Standard Pickup Trucks 4WD,294
4.6,Regular,Standard Pickup Trucks 4WD,62
5.7,Regular,Standard Pickup Trucks 4WD,68
5.7,Gasoline or E85,Standard Pickup Trucks 4WD,70
6.8,Regular,"Vans, Cargo Type",131
4.6,Gasoline or E85,"Vans, Cargo Type",212
5.4,Gasoline or E85,"Vans, Cargo Type",213
5.4,Gasoline or E85,"Vans, Cargo Type",215
5.4,Gasoline or E85,"Vans, Cargo Type",218
4.6,Gasoline or E85,"Vans, Cargo Type",220
6.8,Regular,"Vans, Passenger Type",132
5.4,Gasoline or E85,"Vans, Passenger Type",216
5.4,Gasoline or E85,"Vans, Passenger Type",219
4.6,Gasoline or E85,"Vans, Passenger Type",221
3.0,Regular,Sport Utility Vehicle - 2WD,49
3.0,Gasoline or E85,Sport Utility Vehicle - 2WD,53
5.4,Gasoline or E85,Sport Utility Vehicle - 2WD,111
2.5,Regular,Sport Utility Vehicle - 2WD,174
2.5,Regular,Sport Utility Vehicle - 2WD,206
3.0,Gasoline or E85,Sport Utility Vehicle - 2WD,581
2.5,Regular,Sport Utility Vehicle - 2WD,922
1.5,Regular,Subcompact Cars,26513
3.0,Regular,Sport Utility Vehicle - 2WD,50
3.0,Gasoline or E85,Sport Utility Vehicle - 2WD,54
