displ,fuelType,VClass,engId
5.0,Regular,Standard Pickup Trucks,4853
5.0,Regular,Standard Pickup Trucks,4870
5.0,Regular,Standard Pickup Trucks,4854
6.2,Diesel,Standard Pickup Trucks,4892
6.2,Diesel,Standard Pickup Trucks,4890
6.2,Diesel,Standard Pickup Trucks,4893
5.7,Regular,Standard Pickup Trucks,4881
6.2,Diesel,Standard Pickup Trucks,4891
4.3,Regular,Standard Pickup Trucks,4896
4.3,Regular,Standard Pickup Trucks,4895
5.0,Regular,Standard Pickup Trucks,4897
5.0,Regular,Standard Pickup Trucks,4898
3.7,Regular,Standard Pickup Trucks,2840
3.7,Regular,Standard Pickup Trucks,2844
2.9,Regular,Small Pickup Trucks 2WD,0
3.7,Regular,Small Pickup Trucks 2WD,0
2.3,Regular,Small Pickup Trucks 2WD,0
3.0,Regular,Small Pickup Trucks 2WD,0
5.2,Regular,Standard Pickup Trucks,2854
2.9,Regular,Small Pickup Trucks 4WD,0
5.2,Regular,Standard Pickup Trucks,2850
3.7,Regular,Small Pickup Trucks 4WD,0
3.0,Regular,Small Pickup Trucks 4WD,0
4.0,Regular,Small Pickup Trucks 4WD,0
5.9,Regular,Standard Pickup Trucks,2864
4.9,Regular,Standard Pickup Trucks,3700
4.9,Regular,Standard Pickup Trucks,3702
3.9,Gasoline or E85,Large Cars,0
3.4,Regular,Compact Cars,12031
5.8,Regular,Standard Pickup Trucks,3901
8.4,Premium,Two Seaters,0
3.8,Premium,Compact Cars,4431
2.5,Regular,Small Pickup Trucks 2WD,0
2.7,Regular,Small Pickup Trucks 4WD,0
2.0,Regular,Two Seaters,41310
5.0,Regular,Compact Cars,4320
5.7,Premium,Sport Utility Vehicle - 4WD,0
2.1,Diesel,Standard Pickup Trucks,1901
2.5,Regular,Standard Pickup Trucks,1851
3.7,Premium,Subcompact Cars,0
3.0,Premium or E85,Compact Cars,0
1.8,Regular,Compact Cars,4205
2.8,Regular,Standard Pickup Trucks,1821
6.1,Premium,Midsize Cars,0
2.3,Regular,Minivan - 2WD,0
2.4,Regular,Standard Pickup Trucks,57087
4.3,Regular,Standard Pickup Trucks,4922
4.3,Regular,Standard Pickup Trucks,4931
1.0,Premium,Two Seaters,0
4.3,Regular,Standard Pickup Trucks,4920
4.3,Regular,Standard Pickup Trucks,4930
3.6,Regular,Large Cars,0
3.5,Premium,Small Station Wagons,0
4.3,Regular,Standard Pickup Trucks,4921
5.0,Regular,Standard Pickup Trucks,4855
5.0,Regular,Standard Pickup Trucks,4952
5.0,Regular,Standard Pickup Trucks,4950
5.7,Regular,Standard Pickup Trucks,4970
6.2,Diesel,Standard Pickup Trucks,4982
6.2,Diesel,Standard Pickup Trucks,4980
6.2,Diesel,Standard Pickup Trucks,4981
2.0,Diesel,Compact Cars,0
3.7,Regular,Large Cars,0
2.5,Regular,Standard Pickup Trucks,4902
2.0,Diesel,Small Station Wagons,0
2.5,Regular,Standard Pickup Trucks,4900
2.5,Regular,Standard Pickup Trucks,4901
2.8,Regular,Standard Pickup Trucks,4911
2.0,Premium,Sport Utility Vehicle - 2WD,0
2.8,Regular,Standard Pickup Trucks,4912
2.8,Regular,Standard Pickup Trucks,4910
2.4,Regular,Standard Pickup Trucks,38090
2.0,Premium,Sport Utility Vehicle - 4WD,0
4.7,Premium,Two Seaters,0
2.0,Regular,Two Seaters,0
2.4,Regular,Two Seaters,0
3.0,Regular,Standard Pickup Trucks,38084
3.7,Regular,Standard Pickup Trucks,2944
5.2,Regular,Standard Pickup Trucks,2954
5.2,Regular,Standard Pickup Trucks,2950
5.9,Regular,Standard Pickup Trucks,2964
3.7,Regular,Midsize Cars,0
3.2,Regular,Midsize Cars,0
4.9,Regular,Standard Pickup Trucks,3751
5.3,Regular,Large Cars,0
4.9,Regular,Standard Pickup Trucks,3750
6.0,Regular,Large Cars,0
4.9,Regular,Standard Pickup Trucks,3752
3.2,Regular,Midsize Station Wagons,0
5.0,Regular,Standard Pickup Trucks,3852
5.0,Regular,Standard Pickup Trucks,3851
5.0,Regular,Standard Pickup Trucks,3853
5.8,Regular,Standard Pickup Trucks,3951
2.2,Gasoline or E85,Sport Utility Vehicle - 2WD,0
5.8,Regular,Standard Pickup Trucks,3950
2.5,Regular,Compact Cars,4220
6.2,Gasoline or E85,Standard Pickup Trucks 2WD,0
6.2,Gasoline or E85,Sport Utility Vehicle - 2WD,0
6.2,Gasoline or E85,Sport Utility Vehicle - 4WD,0
2.4,Gasoline or E85,Sport Utility Vehicle - 2WD,0
6.2,Gasoline or E85,Standard Pickup Trucks 4WD,0
3.0,Diesel,Compact Cars,0
5.2,Premium,Two Seaters,0
2.5,Regular,Compact Cars,4231
2.1,Diesel,Standard Pickup Trucks,1900
2.5,Regular,Standard Pickup Trucks,1850
2.5,Regular,Standard Pickup Trucks,1852
2.8,Regular,Compact Cars,4130
2.8,Regular,Standard Pickup Trucks,1820
6.1,Regular,Compact Cars,0
5.7,Regular,Compact Cars,0
4.2,Regular,Standard Pickup Trucks,1830
3.6,Premium,Compact Cars,0
5.9,Regular,Standard Pickup Trucks,1840
2.4,Regular,Standard Pickup Trucks,57085
6.1,Regular,Large Cars,0
2.4,Regular,Standard Pickup Trucks,57088
2.5,Regular,Vans,4802
5.3,Regular,Small Pickup Trucks 2WD,0
2.5,Regular,Vans,4800
2.5,Regular,Vans,4801
5.3,Regular,Small Pickup Trucks 4WD,0
4.3,Regular,Vans,4841
4.3,Regular,Vans,4840
4.3,Regular,Vans,4842
4.3,Regular,Vans,4821
2.8,Regular,Compact Cars,4142
4.3,Regular,Vans,4831
4.3,Regular,Vans,4820
4.3,Regular,Vans,4822
4.3,Regular,Vans,4830
5.0,Regular,Vans,4852
5.0,Regular,Vans,4870
5.0,Regular,Vans,4851
5.0,Regular,Vans,4854
6.2,Diesel,Vans,4892
6.2,Diesel,Vans,4890
5.7,Gasoline or E85,Sport Utility Vehicle - 4WD,0
5.7,Gasoline or E85,Standard Pickup Trucks 4WD,0
3.7,Regular,Vans,2840
3.7,Regular,Vans,2844
5.4,Gasoline or E85,Sport Utility Vehicle - 2WD,0
3.7,Premium,Two Seaters,0
5.0,Premium,Minicompact Cars,4
5.0,Premium,Minicompact Cars,2
5.0,Premium,Minicompact Cars,3
2.0,Regular,Two Seaters,117
2.0,Regular,Two Seaters,101
2.4,Regular,Two Seaters,114
2.4,Regular,Two Seaters,115
2.0,Regular,Two Seaters,118
2.0,Regular,Two Seaters,102
2.4,Regular,Two Seaters,113
2.4,Regular,Two Seaters,116
4.2,Premium,Subcompact Cars,10
4.2,Premium,Subcompact Cars,9
5.9,Regular,Vans,2864
4.8,Premium,Subcompact Cars,651
4.8,Premium,Subcompact Cars,650
4.8,Premium,Subcompact Cars,653
4.8,Premium,Subcompact Cars,652
5.0,Premium,Subcompact Cars,661
5.0,Premium,Subcompact Cars,660
5.0,Premium,Subcompact Cars,663
5.0,Premium,Subcompact Cars,662
4.0,Regular,Subcompact Cars,134
4.0,Regular,Subcompact Cars,130
4.6,Regular,Subcompact Cars,131
4.6,Regular,Subcompact Cars,132
5.4,Premium,Subcompact Cars,133
2.0,Regular,Subcompact Cars,1
2.0,Regular,Subcompact Cars,3
3.8,Regular,Subcompact Cars,2
3.8,Regular,Subcompact Cars,4
2.5,Premium,Subcompact Cars,24
2.5,Premium,Subcompact Cars,23
3.5,Premium,Subcompact Cars,27
3.8,Premium,Subcompact Cars,71
4.6,Premium,Subcompact Cars,2
4.6,Premium,Subcompact Cars,1
2.4,Regular,Subcompact Cars,21
2.4,Regular,Subcompact Cars,22
1.3,Regular,Compact Cars,2
1.3,Regular,Compact Cars,1
2.0,Regular,Compact Cars,6
2.0,Regular,Compact Cars,5
2.0,Regular,Compact Cars,7
2.4,Regular,Compact Cars,8
2.4,Regular,Compact Cars,9
2.0,Regular,Compact Cars,3
2.0,Regular,Compact Cars,4
2.5,Regular,Compact Cars,1
2.5,Regular,Compact Cars,2
1.8,Regular,Compact Cars,3
1.8,Regular,Compact Cars,4
2.4,Regular,Compact Cars,7
2.3,Regular,Vans,3301
4.2,Premium,Midsize Cars,8
4.2,Premium,Midsize Cars,7
3.0,Premium,Midsize Cars,529
3.0,Premium,Midsize Cars,528
3.0,Premium,Midsize Cars,530
3.0,Premium,Midsize Cars,531
3.0,Premium,Midsize Cars,535
3.0,Premium,Midsize Cars,536
3.0,Premium,Midsize Cars,538
3.0,Premium,Midsize Cars,537
2.3,Regular,Vans,3303
4.8,Premium,Midsize Cars,551
4.8,Premium,Midsize Cars,550
5.0,Premium,Midsize Cars,561
5.0,Premium,Midsize Cars,560
3.6,Regular,Midsize Cars,112
3.6,Regular,Midsize Cars,107
3.6,Regular,Midsize Cars,109
3.6,Regular,Midsize Cars,108
3.6,Regular,Midsize Cars,111
3.5,Regular,Midsize Cars,124
2.5,Regular,Compact Cars,4232
2.8,Regular,Vans,3404
3.0,Gasoline or E85,Midsize Cars,120
2.5,Regular,Midsize Cars,118
2.5,Regular,Midsize Cars,102
3.5,Regular,Midsize Cars,127
3.0,Gasoline or E85,Midsize Cars,122
2.5,Regular,Midsize Cars,116
2.5,Regular,Midsize Cars,141
2.5,Regular,Midsize Cars,139
4.2,Premium,Midsize Cars,6
5.0,Premium,Midsize Cars,5
2.8,Regular,Vans,3400
5.0,Premium,Midsize Cars,1
3.0,Gasoline or E85,Midsize Cars,121
2.5,Regular,Midsize Cars,119
2.5,Regular,Midsize Cars,103
3.0,Gasoline or E85,Midsize Cars,123
2.5,Regular,Midsize Cars,117
2.5,Regular,Midsize Cars,142
2.5,Regular,Midsize Cars,140
3.5,Regular,Midsize Cars,125
3.5,Regular,Midsize Cars,126
3.0,Regular,Vans,3605
2.3,Premium,Midsize Cars,7
2.5,Regular,Midsize Cars,17
2.5,Regular,Midsize Cars,16
3.5,Regular,Midsize Cars,14
2.4,Regular,Midsize Cars,15
1.8,Regular,Midsize Cars,20
4.2,Premium,Large Cars,6
3.6,Regular,Compact Cars,103
3.6,Regular,Compact Cars,106
6.2,Regular,Compact Cars,104
3.0,Regular,Vans,3604
6.2,Regular,Compact Cars,105
2.4,Regular,Large Cars,5
2.4,Regular,Large Cars,6
3.3,Regular,Large Cars,7
3.5,Regular,Large Cars,144
3.5,Regular,Large Cars,145
3.6,Regular,Small Station Wagons,100
3.6,Regular,Small Station Wagons,110
1.6,Regular,Small Station Wagons,1
1.6,Regular,Small Station Wagons,2
2.0,Regular,Small Station Wagons,3
2.0,Regular,Small Station Wagons,4
1.8,Regular,Small Station Wagons,1
1.8,Regular,Small Station Wagons,2
2.4,Regular,Small Station Wagons,5
2.4,Regular,Small Station Wagons,4
2.4,Regular,Small Station Wagons,3
1.8,Regular,Small Station Wagons,5
1.8,Regular,Small Station Wagons,6
2.4,Regular,Small Station Wagons,11
2.4,Regular,Small Station Wagons,10
2.4,Regular,Small Station Wagons,9
2.4,Regular,Small Station Wagons,13
2.4,Regular,Small Station Wagons,12
3.0,Premium,Midsize Station Wagons,540
3.0,Premium,Midsize Station Wagons,539
4.0,Regular,Standard Pickup Trucks 2WD,30
4.6,Regular,Standard Pickup Trucks 2WD,31
5.7,Regular,Standard Pickup Trucks 2WD,35
4.6,Regular,Standard Pickup Trucks 4WD,32
4.9,Regular,Vans,3703
5.7,Regular,Standard Pickup Trucks 4WD,36
5.7,Gasoline or E85,Standard Pickup Trucks 4WD,39
2.0,Regular,Special Purpose Vehicle 2WD,5
3.5,Regular,Minivan - 2WD,28
3.5,Regular,Minivan - 4WD,29
3.6,Regular,Sport Utility Vehicle - 2WD,122
2.4,Regular,Sport Utility Vehicle - 2WD,142
3.6,Regular,Sport Utility Vehicle - 2WD,119
3.6,Regular,Sport Utility Vehicle - 2WD,120
2.4,Regular,Sport Utility Vehicle - 2WD,143
4.9,Regular,Vans,3704
3.8,Regular,Sport Utility Vehicle - 2WD,11
4.6,Regular,Sport Utility Vehicle - 2WD,13
3.5,Premium,Sport Utility Vehicle - 2WD,1
3.5,Premium,Sport Utility Vehicle - 2WD,18
2.3,Premium,Sport Utility Vehicle - 2WD,5
5.6,Regular,Sport Utility Vehicle - 2WD,283
5.6,Gasoline or E85,Sport Utility Vehicle - 2WD,293
3.6,Regular,Sport Utility Vehicle - 2WD,121
4.6,Regular,Sport Utility Vehicle - 2WD,33
5.7,Regular,Sport Utility Vehicle - 2WD,37
4.2,Premium,Sport Utility Vehicle - 4WD,11
3.6,Regular,Sport Utility Vehicle - 4WD,126
2.4,Regular,Sport Utility Vehicle - 4WD,144
3.6,Regular,Sport Utility Vehicle - 4WD,124
3.6,Regular,Sport Utility Vehicle - 4WD,123
2.4,Regular,Sport Utility Vehicle - 4WD,145
3.8,Regular,Sport Utility Vehicle - 4WD,10
4.6,Regular,Sport Utility Vehicle - 4WD,12
3.2,Regular,Sport Utility Vehicle - 4WD,1
5.0,Premium,Sport Utility Vehicle - 4WD,6
5.0,Premium,Sport Utility Vehicle - 4WD,2
5.0,Premium,Sport Utility Vehicle - 4WD,3
5.0,Premium,Sport Utility Vehicle - 4WD,4
3.5,Premium,Sport Utility Vehicle - 4WD,2
3.5,Premium,Sport Utility Vehicle - 4WD,19
2.3,Premium,Sport Utility Vehicle - 4WD,6
5.6,Regular,Sport Utility Vehicle - 4WD,287
3.0,Regular,Compact Cars,4407
5.6,Gasoline or E85,Sport Utility Vehicle - 4WD,291
3.6,Premium,Sport Utility Vehicle - 4WD,1
3.6,Premium,Sport Utility Vehicle - 4WD,2
4.8,Premium,Sport Utility Vehicle - 4WD,4
4.8,Premium,Sport Utility Vehicle - 4WD,5
4.8,Premium,Sport Utility Vehicle - 4WD,3
4.8,Premium,Sport Utility Vehicle - 4WD,9
4.8,Premium,Sport Utility Vehicle - 4WD,7
4.8,Premium,Sport Utility Vehicle - 4WD,6
4.8,Premium,Sport Utility Vehicle - 4WD,8
3.6,Regular,Sport Utility Vehicle - 4WD,125
2.5,Regular,Sport Utility Vehicle - 4WD,2
2.5,Premium,Sport Utility Vehicle - 4WD,3
2.5,Regular,Sport Utility Vehicle - 4WD,1
4.6,Regular,Sport Utility Vehicle - 4WD,34
5.7,Regular,Sport Utility Vehicle - 4WD,38
5.7,Gasoline or E85,Sport Utility Vehicle - 4WD,40
3.0,Regular,Sport Utility Vehicle - 4WD,22
3.0,Premium,Two Seaters,431
3.0,Premium,Two Seaters,430
3.0,Premium,Two Seaters,435
3.0,Premium,Two Seaters,436
1.8,Premium,Two Seaters,1
1.8,Premium,Two Seaters,2
2.0,Premium,Two Seaters,10
2.0,Premium,Two Seaters,11
2.0,Premium,Two Seaters,12
2.9,Premium,Two Seaters,2
2.9,Premium,Two Seaters,1
3.4,Premium,Two Seaters,6
3.4,Premium,Two Seaters,5
2.9,Premium,Two Seaters,4
2.9,Premium,Two Seaters,3
3.4,Premium,Two Seaters,8
3.4,Premium,Two Seaters,7
4.3,Premium,Minicompact Cars,149
1.6,Premium,Minicompact Cars,14
1.6,Premium,Minicompact Cars,15
1.6,Premium,Minicompact Cars,21
1.6,Premium,Minicompact Cars,20
3.5,Regular,Compact Cars,305
3.0,Premium,Midsize Cars,42
2.0,Regular,Midsize Cars,11
2.0,Regular,Midsize Cars,103
2.0,Regular,Midsize Cars,13
1.6,Regular,Midsize Cars,101
1.6,Regular,Midsize Cars,102
1.8,Regular,Midsize Cars,2
4.4,Premium,Large Cars,750
4.4,Premium,Large Cars,751
1.8,Regular,Small Station Wagons,14
1.8,Regular,Small Station Wagons,12
3.0,Premium,Midsize Station Wagons,43
3.5,Premium,Sport Utility Vehicle - 2WD,60
3.6,Regular,Sport Utility Vehicle - 2WD,167
3.2,Premium,Sport Utility Vehicle - 4WD,44
3.0,Diesel,Sport Utility Vehicle - 4WD,46
3.0,Diesel,Sport Utility Vehicle - 4WD,47
2.0,Regular,Two Seaters,9002
5.7,Regular,Two Seaters,4180
5.7,Regular,Two Seaters,4161
3.0,Regular,Two Seaters,38061
3.0,Regular,Two Seaters,38060
1.6,Regular,Two Seaters,3100
1.3,Regular,Two Seaters,26011
5.0,Regular,Two Seaters,33740
4.8,Regular,Two Seaters,69001
3.8,Regular,Two Seaters,20040
2.5,Regular,Two Seaters,4236
2.5,Regular,Two Seaters,4223
2.5,Regular,Two Seaters,4237
2.5,Regular,Minicompact Cars,9001
5.0,Regular,Minicompact Cars,10010
3.2,Regular,Minicompact Cars,42026
4.7,Regular,Minicompact Cars,42031
1.3,Regular,Minicompact Cars,57010
1.3,Regular,Minicompact Cars,57011
1.8,Regular,Minicompact Cars,59060
5.3,Regular,Subcompact Cars,7001
2.1,Regular,Subcompact Cars,64020
2.2,Regular,Subcompact Cars,64051
2.1,Regular,Subcompact Cars,64041
1.8,Regular,Subcompact Cars,64011
2.2,Regular,Subcompact Cars,64061
1.8,Regular,Subcompact Cars,12010
3.2,Regular,Subcompact Cars,12030
2.5,Regular,Subcompact Cars,4221
2.5,Regular,Subcompact Cars,4232
2.5,Regular,Subcompact Cars,4234
2.8,Regular,Subcompact Cars,4131
5.0,Regular,Subcompact Cars,4154
5.0,Regular,Subcompact Cars,4152
2.0,Regular,Subcompact Cars,4123
1.8,Diesel,Subcompact Cars,4111
2.2,Regular,Subcompact Cars,2120
2.2,Regular,Subcompact Cars,2130
2.2,Regular,Subcompact Cars,2110
2.2,Regular,Subcompact Cars,2121
2.6,Regular,Subcompact Cars,2140
2.4,Regular,Subcompact Cars,38050
1.6,Regular,Subcompact Cars,38010
1.7,Diesel,Subcompact Cars,38020
1.8,Regular,Subcompact Cars,38030
2.0,Regular,Subcompact Cars,38041
2.0,Regular,Subcompact Cars,38040
3.0,Regular,Subcompact Cars,38061
3.0,Regular,Subcompact Cars,38060
1.6,Regular,Subcompact Cars,2100
1.4,Regular,Subcompact Cars,49010
1.6,Regular,Subcompact Cars,49020
1.6,Regular,Subcompact Cars,49030
2.6,Regular,Subcompact Cars,49060
2.6,Regular,Subcompact Cars,49062
2.3,Regular,Subcompact Cars,3500
3.8,Regular,Subcompact Cars,3702
5.0,Regular,Subcompact Cars,3730
5.0,Regular,Subcompact Cars,3711
1.3,Regular,Subcompact Cars,26011
1.8,Diesel,Subcompact Cars,29020
5.3,Regular,Subcompact Cars,30550
2.2,Diesel,Subcompact Cars,20011
1.8,Regular,Subcompact Cars,49040
2.0,Regular,Subcompact Cars,49050
1.4,Regular,Subcompact Cars,49011
1.6,Regular,Subcompact Cars,49021
1.6,Regular,Subcompact Cars,49031
2.5,Regular,Subcompact Cars,4233
2.5,Regular,Subcompact Cars,4235
2.2,Regular,Vans,57080
1.8,Regular,Subcompact Cars,4203
1.8,Regular,Subcompact Cars,4210
1.8,Regular,Subcompact Cars,4211
1.6,Regular,Subcompact Cars,43001
2.2,Regular,Subcompact Cars,43003
6.8,Regular,Subcompact Cars,44014
1.8,Regular,Subcompact Cars,66021
2.4,Regular,Subcompact Cars,57060
2.8,Regular,Subcompact Cars,57070
1.6,Regular,Subcompact Cars,57031
1.5,Regular,Subcompact Cars,57020
1.6,Diesel,Subcompact Cars,59022
1.6,Diesel,Subcompact Cars,59023
1.7,Regular,Subcompact Cars,59040
1.7,Regular,Subcompact Cars,59041
1.8,Regular,Subcompact Cars,59060
1.6,Diesel,Subcompact Cars,59010
1.6,Diesel,Subcompact Cars,59002
1.7,Regular,Subcompact Cars,59030
1.7,Regular,Subcompact Cars,59031
1.8,Regular,Subcompact Cars,59050
3.2,Regular,Compact Cars,12030
3.8,Regular,Compact Cars,4425
4.1,Regular,Compact Cars,4430
1.8,Regular,Compact Cars,4210
1.8,Regular,Compact Cars,4211
1.8,Regular,Compact Cars,4202
2.5,Regular,Compact Cars,4229
2.8,Regular,Compact Cars,4134
4.1,Regular,Compact Cars,4602
2.3,Regular,Compact Cars,12120
2.0,Regular,Compact Cars,38040
1.6,Regular,Compact Cars,2100
2.2,Regular,Compact Cars,2110
1.6,Regular,Compact Cars,3100
1.6,Regular,Compact Cars,3110
1.6,Regular,Compact Cars,3102
1.6,Regular,Compact Cars,3101
1.6,Regular,Compact Cars,3120
1.6,Regular,Compact Cars,3121
1.6,Regular,Compact Cars,3130
2.0,Diesel,Compact Cars,3211
2.0,Diesel,Compact Cars,3210
2.3,Regular,Compact Cars,3261
2.3,Regular,Compact Cars,3401
2.3,Regular,Compact Cars,3400
2.3,Regular,Compact Cars,3501
2.3,Regular,Compact Cars,3500
3.8,Regular,Compact Cars,3701
3.8,Regular,Compact Cars,3700
5.0,Regular,Compact Cars,3710
5.0,Regular,Compact Cars,33740
2.3,Regular,Compact Cars,3262
2.0,Regular,Compact Cars,56030
2.0,Diesel,Compact Cars,56050
3.0,Diesel,Compact Cars,20031
3.0,Diesel,Compact Cars,20030
3.8,Regular,Compact Cars,20040
5.0,Regular,Compact Cars,20050
2.5,Regular,Compact Cars,4230
2.3,Diesel,Compact Cars,41026
2.3,Diesel,Compact Cars,41020
5.7,Regular,Vans,4881
1.4,Regular,Compact Cars,1100
1.4,Regular,Compact Cars,1120
1.4,Regular,Compact Cars,1110
6.8,Regular,Compact Cars,44014
1.8,Diesel,Compact Cars,57041
2.0,Regular,Compact Cars,57050
5.7,Regular,Vans,4860
1.6,Regular,Compact Cars,57030
1.8,Diesel,Compact Cars,57040
1.6,Diesel,Compact Cars,59003
1.6,Diesel,Compact Cars,59004
2.1,Regular,Compact Cars,59070
2.1,Regular,Compact Cars,59072
2.1,Regular,Compact Cars,60030
2.3,Regular,Compact Cars,60015
2.3,Regular,Compact Cars,60050
2.4,Diesel,Compact Cars,60010
2.1,Regular,Midsize Cars,64071
2.1,Regular,Midsize Cars,64031
3.0,Regular,Midsize Cars,12211
3.0,Regular,Midsize Cars,12210
2.5,Regular,Midsize Cars,4220
3.0,Regular,Midsize Cars,4402
3.8,Regular,Midsize Cars,4416
4.3,Diesel,Midsize Cars,4303
3.8,Regular,Midsize Cars,4420
4.1,Regular,Midsize Cars,4435
4.3,Diesel,Midsize Cars,4302
5.7,Diesel,Midsize Cars,4352
3.8,Regular,Midsize Cars,4425
4.1,Regular,Midsize Cars,4430
5.7,Diesel,Midsize Cars,4350
4.1,Regular,Midsize Cars,4600
2.5,Regular,Midsize Cars,4224
2.8,Regular,Midsize Cars,4134
4.3,Diesel,Midsize Cars,4300
2.5,Regular,Midsize Cars,4230
3.8,Regular,Midsize Cars,4140
3.8,Regular,Midsize Cars,4141
5.0,Regular,Midsize Cars,4152
5.0,Regular,Midsize Cars,4154
5.7,Diesel,Midsize Cars,4351
2.2,Regular,Midsize Cars,2120
2.2,Regular,Midsize Cars,2130
2.6,Regular,Midsize Cars,2140
2.2,Regular,Midsize Cars,2110
2.2,Regular,Midsize Cars,2121
5.2,Regular,Midsize Cars,2170
2.2,Regular,Midsize Cars,2111
5.2,Regular,Midsize Cars,2180
2.3,Regular,Midsize Cars,3300
3.8,Regular,Midsize Cars,3701
3.8,Regular,Midsize Cars,3700
3.8,Regular,Midsize Cars,3720
5.0,Regular,Midsize Cars,3711
5.0,Regular,Midsize Cars,33740
2.4,Diesel,Midsize Cars,3600
5.0,Regular,Midsize Cars,3801
2.5,Regular,Two Seaters,4230
4.1,Regular,Compact Cars,4603
4.9,Regular,Midsize Cars,36002
5.0,Regular,Midsize Cars,20050
4.3,Diesel,Midsize Cars,4301
5.0,Regular,Midsize Cars,4331
6.8,Regular,Midsize Cars,44014
2.3,Regular,Midsize Cars,60040
2.4,Diesel,Midsize Cars,60020
2.9,Regular,Midsize Cars,60025
4.1,Regular,Large Cars,4440
5.0,Regular,Large Cars,4333
5.7,Diesel,Large Cars,4351
5.0,Regular,Large Cars,4332
5.0,Regular,Large Cars,4331
6.0,Regular,Large Cars,4610
3.8,Regular,Large Cars,4142
5.0,Regular,Large Cars,4143
5.0,Regular,Large Cars,4150
5.7,Regular,Large Cars,4160
5.7,Diesel,Large Cars,4352
5.0,Regular,Large Cars,3801
5.8,Regular,Large Cars,3900
5.0,Regular,Large Cars,3800
2.3,Regular,Vans,3304
6.8,Regular,Large Cars,44024
1.8,Regular,Small Station Wagons,4203
1.8,Regular,Small Station Wagons,4202
2.4,Regular,Small Station Wagons,38050
2.8,Regular,Vans,3401
1.6,Regular,Small Station Wagons,38010
1.7,Diesel,Small Station Wagons,38020
2.0,Regular,Small Station Wagons,49050
1.6,Regular,Small Station Wagons,3100
1.6,Regular,Small Station Wagons,3102
1.6,Regular,Small Station Wagons,3101
2.8,Regular,Vans,3403
1.6,Regular,Small Station Wagons,3120
1.6,Regular,Small Station Wagons,3121
2.0,Diesel,Small Station Wagons,3211
1.5,Regular,Small Station Wagons,26020
1.5,Regular,Small Station Wagons,56040
2.0,Regular,Small Station Wagons,49051
2.2,Regular,Small Station Wagons,43003
2.8,Regular,Small Station Wagons,57070
1.5,Regular,Small Station Wagons,57020
1.5,Regular,Small Station Wagons,57021
1.6,Diesel,Small Station Wagons,59003
1.6,Diesel,Small Station Wagons,59004
2.1,Regular,Small Station Wagons,59070
2.1,Regular,Small Station Wagons,59072
2.1,Regular,Midsize Station Wagons,64071
2.5,Regular,Midsize Station Wagons,4227
3.0,Regular,Midsize Station Wagons,4403
3.8,Regular,Midsize Station Wagons,4416
4.3,Diesel,Midsize Station Wagons,4303
2.5,Regular,Midsize Station Wagons,4220
2.5,Regular,Midsize Station Wagons,4224
2.8,Regular,Midsize Station Wagons,4133
2.8,Regular,Midsize Station Wagons,4132
4.3,Diesel,Midsize Station Wagons,4300
2.2,Regular,Midsize Station Wagons,2110
2.6,Regular,Midsize Station Wagons,2140
2.2,Regular,Midsize Station Wagons,2111
3.8,Regular,Midsize Station Wagons,3701
3.8,Regular,Midsize Station Wagons,3700
3.8,Regular,Midsize Station Wagons,3720
3.0,Diesel,Midsize Station Wagons,20030
3.0,Diesel,Midsize Station Wagons,20031
2.0,Regular,Midsize Station Wagons,41010
2.3,Diesel,Midsize Station Wagons,41026
2.3,Diesel,Midsize Station Wagons,41020
2.1,Regular,Midsize Station Wagons,60030
2.3,Regular,Midsize Station Wagons,60015
2.3,Regular,Midsize Station Wagons,60050
2.4,Diesel,Midsize Station Wagons,60010
5.0,Regular,Midsize-Large Station Wagons,4333
5.7,Diesel,Midsize-Large Station Wagons,4351
5.0,Regular,Midsize-Large Station Wagons,4153
5.0,Regular,Midsize-Large Station Wagons,3801
2.0,Regular,Small Pickup Trucks 2WD,4800
2.0,Regular,Small Pickup Trucks 2WD,4801
2.0,Regular,Small Pickup Trucks 2WD,4820
2.2,Diesel,Small Pickup Trucks 2WD,4830
2.8,Regular,Small Pickup Trucks 2WD,4840
2.0,Regular,Small Pickup Trucks 2WD,38080
2.4,Regular,Small Pickup Trucks 2WD,38081
2.5,Diesel,Small Pickup Trucks 2WD,38082
2.2,Regular,Small Pickup Trucks 2WD,2210
2.0,Regular,Small Pickup Trucks 2WD,49080
2.0,Regular,Small Pickup Trucks 2WD,49083
2.3,Diesel,Small Pickup Trucks 2WD,49081
2.6,Regular,Small Pickup Trucks 2WD,49084
2.6,Regular,Small Pickup Trucks 2WD,49082
2.0,Regular,Small Pickup Trucks 2WD,56080
2.0,Regular,Small Pickup Trucks 2WD,3666
2.0,Regular,Small Pickup Trucks 2WD,3802
2.2,Diesel,Small Pickup Trucks 2WD,3803
2.3,Regular,Small Pickup Trucks 2WD,3805
2.3,Regular,Small Pickup Trucks 2WD,3808
2.3,Regular,Small Pickup Trucks 2WD,3897
2.3,Regular,Small Pickup Trucks 2WD,3807
2.3,Regular,Small Pickup Trucks 2WD,3896
2.8,Regular,Small Pickup Trucks 2WD,3812
2.8,Regular,Small Pickup Trucks 2WD,3814
2.8,Regular,Small Pickup Trucks 2WD,3813
2.0,Regular,Small Pickup Trucks 2WD,29080
2.2,Diesel,Small Pickup Trucks 2WD,29081
2.2,Diesel,Small Pickup Trucks 2WD,56081
